subject,held_out_run,training_runs,frequency_hz,mean_log_psd_db,task_outcome_used
87,10,6/14,13.5,-115.37726521141089,False
87,10,6/14,13.75,-115.55425843730895,False
87,10,6/14,14.0,-115.38287289223317,False
87,10,6/14,14.25,-117.17943219524615,False
87,10,6/14,14.5,-116.86026009173513,False
87,10,6/14,14.75,-116.42946281325207,False
87,10,6/14,15.0,-116.03947084869239,False
87,14,6/10,6.0,-111.29019894536741,False
87,14,6/10,6.25,-110.59015570560304,False
87,14,6/10,6.5,-111.32670869331054,False
87,14,6/10,6.75,-111.33808545039439,False
87,14,6/10,7.0,-110.96219155352486,False
87,14,6/10,7.25,-112.17526547028206,False
87,14,6/10,7.5,-112.94728190405328,False
87,14,6/10,7.75,-113.05817426168936,False
87,14,6/10,8.0,-112.99066704028398,False
87,14,6/10,8.25,-112.75780634486681,False
87,14,6/10,8.5,-112.03607705856672,False
87,14,6/10,8.75,-113.37855629952031,False
87,14,6/10,9.0,-113.06174721210888,False
87,14,6/10,9.25,-114.13942214009732,False
87,14,6/10,9.5,-113.41609802811051,False
87,14,6/10,9.75,-113.08113402352521,False
87,14,6/10,10.0,-113.39690289800339,False
87,14,6/10,10.25,-112.43277473946935,False
87,14,6/10,10.5,-112.98785129733962,False
87,14,6/10,10.75,-113.94497990833426,False
87,14,6/10,11.0,-113.7129885054917,False
87,14,6/10,11.25,-113.88387088055126,False
87,14,6/10,11.5,-114.32747002158254,False
87,14,6/10,11.75,-114.22805613035617,False
87,14,6/10,12.0,-114.99599234931648,False
87,14,6/10,12.25,-114.80304258316936,False
87,14,6/10,12.5,-114.95096554506722,False
87,14,6/10,12.75,-115.90948167918725,False
87,14,6/10,13.0,-115.41642736675767,False
87,14,6/10,13.25,-114.36198922424524,False
87,14,6/10,13.5,-115.5468522532223,False
87,14,6/10,13.75,-115.94173763321443,False
87,14,6/10,14.0,-115.74799483631988,False
87,14,6/10,14.25,-116.33634316830626,False
87,14,6/10,14.5,-115.90858355132019,False
87,14,6/10,14.75,-116.20043757659758,False
87,14,6/10,15.0,-115.11938813193233,False
89,6,10/14,6.0,-127.92677893756488,False
89,6,10/14,6.25,-127.17246181336692,False
89,6,10/14,6.5,-127.88880005436006,False
89,6,10/14,6.75,-128.66699010858468,False
89,6,10/14,7.0,-128.75919741762254,False
89,6,10/14,7.25,-129.40656466951702,False
89,6,10/14,7.5,-129.2680357623314,False
89,6,10/14,7.75,-128.57758519896362,False
89,6,10/14,8.0,-128.62288170704701,False
89,6,10/14,8.25,-129.84953050298398,False
89,6,10/14,8.5,-129.38494429610435,False
89,6,10/14,8.75,-129.4972798741904,False
89,6,10/14,9.0,-129.4406466562425,False
89,6,10/14,9.25,-129.8074642830402,False
89,6,10/14,9.5,-130.15263621249355,False
89,6,10/14,9.75,-130.25923562882977,False
89,6,10/14,10.0,-130.95006801874644,False
89,6,10/14,10.25,-130.73817666834194,False
89,6,10/14,10.5,-130.55490965867148,False
89,6,10/14,10.75,-131.05794683598728,False
89,6,10/14,11.0,-130.74260816060874,False
89,6,10/14,11.25,-129.95586845964678,False
89,6,10/14,11.5,-130.10004240461117,False
89,6,10/14,11.75,-131.32689916293722,False
89,6,10/14,12.0,-130.91290744570594,False
89,6,10/14,12.25,-130.86300807687255,False
89,6,10/14,12.5,-130.8076206587737,False
89,6,10/14,12.75,-131.20546070701042,False
89,6,10/14,13.0,-130.78182603662057,False
89,6,10/14,13.25,-130.54595318596293,False
89,6,10/14,13.5,-131.87280951807273,False
89,6,10/14,13.75,-132.05786895660484,False
89,6,10/14,14.0,-131.7442782613839,False
89,6,10/14,14.25,-130.42985390049898,False
89,6,10/14,14.5,-130.69971285436202,False
89,6,10/14,14.75,-131.53799741244484,False
89,6,10/14,15.0,-131.67357540026129,False
89,10,6/14,6.0,-126.69340399698052,False
89,10,6/14,6.25,-126.81549526777077,False
89,10,6/14,6.5,-128.0237131497212,False
89,10,6/14,6.75,-129.13001588014697,False
89,10,6/14,7.0,-129.7449568912477,False
89,10,6/14,7.25,-130.7416225481066,False
89,10,6/14,7.5,-129.2046214923383,False
89,10,6/14,7.75,-128.82982748306597,False
89,10,6/14,8.0,-129.0926953873745,False
89,10,6/14,8.25,-128.59710279906085,False
89,10,6/14,8.5,-127.84618055517765,False
89,10,6/14,8.75,-129.01592826868546,False
89,10,6/14,9.0,-128.98865605763422,False
89,10,6/14,9.25,-129.45137699382096,False
89,10,6/14,9.5,-131.50102313380242,False
89,10,6/14,9.75,-130.95569339338056,False
89,10,6/14,10.0,-131.61420966437072,False
89,10,6/14,10.25,-131.93257253612268,False
89,10,6/14,10.5,-130.3103490348331,False
89,10,6/14,10.75,-130.5120259236769,False
89,10,6/14,11.0,-130.8644072884004,False
89,10,6/14,11.25,-130.31656855892223,False
89,10,6/14,11.5,-130.50539758566816,False
89,10,6/14,11.75,-131.9689444553463,False
89,10,6/14,12.0,-131.02919711480897,False
89,10,6/14,12.25,-131.93346616206824,False
89,10,6/14,12.5,-131.0061177749108,False
89,10,6/14,12.75,-131.88823739257003,False
89,10,6/14,13.0,-131.4867156775004,False
89,10,6/14,13.25,-130.57772942260212,False
89,10,6/14,13.5,-130.76679200471696,False
89,10,6/14,13.75,-131.3910035004014,False
89,10,6/14,14.0,-132.0820487851857,False
89,10,6/14,14.25,-131.35824052341482,False
89,10,6/14,14.5,-130.88653443452557,False
89,10,6/14,14.75,-130.99354166603263,False
89,10,6/14,15.0,-131.16403208483555,False
89,14,6/10,6.0,-127.21317566672847,False
89,14,6/10,6.25,-127.6353904428256,False
89,14,6/10,6.5,-128.80124548914148,False
89,14,6/10,6.75,-129.08715343361771,False
89,14,6/10,7.0,-129.99878621641025,False
89,14,6/10,7.25,-128.98612231136835,False
89,14,6/10,7.5,-128.97852875914398,False
89,14,6/10,7.75,-128.2645413903053,False
89,14,6/10,8.0,-129.0946153334695,False
89,14,6/10,8.25,-128.8758734224313,False
89,14,6/10,8.5,-128.91479250297317,False
89,14,6/10,8.75,-129.21970503638624,False
89,14,6/10,9.0,-129.34268598654555,False
89,14,6/10,9.25,-129.78376797110073,False
89,14,6/10,9.5,-130.43551159846356,False
89,14,6/10,9.75,-130.1353787964359,False
89,14,6/10,10.0,-131.3920630079356,False
89,14,6/10,10.25,-131.69268102287677,False
89,14,6/10,10.5,-130.5263561671072,False
89,14,6/10,10.75,-131.34092070356476,False
89,14,6/10,11.0,-131.7721424739527,False
89,14,6/10,11.25,-130.46300925626812,False
89,14,6/10,11.5,-130.832831011088,False
89,14,6/10,11.75,-132.01168982624017,False
89,14,6/10,12.0,-131.23672465278884,False
89,14,6/10,12.25,-131.10141580730226,False
89,14,6/10,12.5,-130.7651312096768,False
89,14,6/10,12.75,-132.07241208569513,False
89,14,6/10,13.0,-131.12121334399808,False
89,14,6/10,13.25,-130.5027010655698,False
89,14,6/10,13.5,-131.27367525866302,False
89,14,6/10,13.75,-132.03640170209601,False
89,14,6/10,14.0,-132.41558046436572,False
89,14,6/10,14.25,-132.3736058053358,False
89,14,6/10,14.5,-131.09987769082025,False
89,14,6/10,14.75,-130.95100377361373,False
89,14,6/10,15.0,-131.68706079897697,False
91,6,10/14,6.0,-110.80704392210465,False
91,6,10/14,6.25,-111.85549729352994,False
91,6,10/14,6.5,-111.01422432908173,False
91,6,10/14,6.75,-110.3629469962464,False
91,6,10/14,7.0,-111.63802157050553,False
91,6,10/14,7.25,-112.91082078397577,False
91,6,10/14,7.5,-113.44219161043155,False
91,6,10/14,7.75,-113.09580842011714,False
91,6,10/14,8.0,-112.30743298399666,False
91,6,10/14,8.25,-112.13581630668129,False
91,6,10/14,8.5,-114.13951006860172,False
91,6,10/14,8.75,-114.82677848647128,False
91,6,10/14,9.0,-114.479199145622,False
91,6,10/14,9.25,-114.17943342026238,False
91,6,10/14,9.5,-114.42545672406442,False
91,6,10/14,9.75,-113.60757453562475,False
91,6,10/14,10.0,-113.06794638570533,False
91,6,10/14,10.25,-112.82193420936974,False
91,6,10/14,10.5,-112.65158855257151,False
91,6,10/14,10.75,-112.49273690315941,False
91,6,10/14,11.0,-112.72279822659105,False
91,6,10/14,11.25,-112.15815072444197,False
91,6,10/14,11.5,-114.1225043775651,False
91,6,10/14,11.75,-113.8719920599107,False
91,6,10/14,12.0,-113.49300846650492,False
91,6,10/14,12.25,-114.15213993930477,False
91,6,10/14,12.5,-115.29729610935208,False
91,6,10/14,12.75,-114.50408602308782,False
91,6,10/14,13.0,-114.98280227480495,False
91,6,10/14,13.25,-114.3052655101254,False
91,6,10/14,13.5,-114.42473262497842,False
91,6,10/14,13.75,-113.88805183308864,False
91,6,10/14,14.0,-114.05462756349483,False
91,6,10/14,14.25,-115.91917891912018,False
91,6,10/14,14.5,-116.05519607453415,False
91,6,10/14,14.75,-116.05600374502146,False
91,6,10/14,15.0,-114.93809163264106,False
91,10,6/14,6.0,-109.5316289655936,False
91,10,6/14,6.25,-110.84586591299671,False
91,10,6/14,6.5,-111.2860347654223,False
91,10,6/14,6.75,-109.85333170232569,False
91,10,6/14,7.0,-110.91333954616059,False
91,10,6/14,7.25,-112.21813610616569,False
91,10,6/14,7.5,-112.90724286754563,False
91,10,6/14,7.75,-111.41475517495144,False
91,10,6/14,8.0,-112.02865426816189,False
91,10,6/14,8.25,-112.12225043794479,False
91,10,6/14,8.5,-112.86989476117853,False
91,10,6/14,8.75,-113.87738122312659,False
91,10,6/14,9.0,-113.96615794889352,False
91,10,6/14,9.25,-114.76149561285474,False
91,10,6/14,9.5,-115.18064127829396,False
91,10,6/14,9.75,-113.71000601152197,False
91,10,6/14,10.0,-112.53382305160208,False
91,10,6/14,10.25,-112.63115261464525,False
91,10,6/14,10.5,-113.37465165426828,False
91,10,6/14,10.75,-113.0833144890396,False
91,10,6/14,11.0,-113.45704960447858,False
91,10,6/14,11.25,-112.6731101165935,False
91,10,6/14,11.5,-113.58304012484581,False
91,10,6/14,11.75,-113.5256403239605,False
91,10,6/14,12.0,-114.37184274108017,False
91,10,6/14,12.25,-113.46278143222727,False
91,10,6/14,12.5,-114.88272412301974,False
91,10,6/14,12.75,-114.09108864617822,False
91,10,6/14,13.0,-114.73908503192676,False
91,10,6/14,13.25,-115.27976131258568,False
91,10,6/14,13.5,-115.62747670251262,False
91,10,6/14,13.75,-114.48898758907384,False
91,10,6/14,14.0,-114.07722245404123,False
91,10,6/14,14.25,-116.0515079494889,False
91,10,6/14,14.5,-114.9396608701201,False
91,10,6/14,14.75,-116.09253989312361,False
91,10,6/14,15.0,-115.04670530095261,False
91,14,6/10,6.0,-109.80313066687397,False
91,14,6/10,6.25,-110.29574359093084,False
91,14,6/10,6.5,-111.53735507768504,False
91,14,6/10,6.75,-110.15514927712809,False
91,14,6/10,7.0,-109.92538799072325,False
91,14,6/10,7.25,-111.97012814715943,False
91,14,6/10,7.5,-113.32556837088711,False
91,14,6/10,7.75,-111.53562973682045,False
91,14,6/10,8.0,-111.82023591972765,False
91,14,6/10,8.25,-112.54063127777748,False
91,14,6/10,8.5,-112.4297791654692,False
91,14,6/10,8.75,-113.13546746279027,False
91,14,6/10,9.0,-112.90061901972557,False
91,14,6/10,9.25,-113.74128822578623,False
91,14,6/10,9.5,-114.90304522109611,False
91,14,6/10,9.75,-113.38301817011153,False
91,14,6/10,10.0,-112.26794381163421,False
91,14,6/10,10.25,-112.8844062545404,False
91,14,6/10,10.5,-113.888956174266,False
91,14,6/10,10.75,-113.42505486214446,False
91,14,6/10,11.0,-113.8781081074305,False
91,14,6/10,11.25,-112.63773729460685,False
91,14,6/10,11.5,-113.59765628679244,False
91,14,6/10,11.75,-113.62914229974095,False
91,14,6/10,12.0,-114.39632302607384,False
91,14,6/10,12.25,-113.60875101253217,False
91,14,6/10,12.5,-115.30763225506477,False
91,14,6/10,12.75,-115.27198721585293,False
91,14,6/10,13.0,-115.3023689996666,False
91,14,6/10,13.25,-115.19351264968984,False
91,14,6/10,13.5,-115.52455574414309,False
91,14,6/10,13.75,-113.54714726860198,False
91,14,6/10,14.0,-113.8270763556211,False
91,14,6/10,14.25,-116.11956275500536,False
91,14,6/10,14.5,-115.51263165951701,False
91,14,6/10,14.75,-116.58128140262177,False
91,14,6/10,15.0,-115.35614543469259,False
93,6,10/14,6.0,-117.79019379890134,False
93,6,10/14,6.25,-118.37394619836294,False
93,6,10/14,6.5,-118.7620348813936,False
93,6,10/14,6.75,-118.7643770354429,False
93,6,10/14,7.0,-119.29539355768041,False
93,6,10/14,7.25,-118.7273357556059,False
93,6,10/14,7.5,-119.6453134548492,False
93,6,10/14,7.75,-119.2484800208365,False
93,6,10/14,8.0,-119.36937413011721,False
93,6,10/14,8.25,-119.75320191260714,False
93,6,10/14,8.5,-119.55268260066971,False
93,6,10/14,8.75,-118.78330023308541,False
93,6,10/14,9.0,-119.37478664186803,False
93,6,10/14,9.25,-118.72208097345953,False
93,6,10/14,9.5,-118.78544635348403,False
93,6,10/14,9.75,-118.45236421881206,False
93,6,10/14,10.0,-117.91444971607373,False
93,6,10/14,10.25,-116.10185661913943,False
93,6,10/14,10.5,-115.40768719055579,False
93,6,10/14,10.75,-114.80544130341747,False
93,6,10/14,11.0,-114.16506166453915,False
93,6,10/14,11.25,-114.09165380657443,False
93,6,10/14,11.5,-115.98031361531903,False
93,6,10/14,11.75,-118.55201256491172,False
93,6,10/14,12.0,-119.24233099535947,False
93,6,10/14,12.25,-119.13756383488892,False
93,6,10/14,12.5,-120.26136147945871,False
93,6,10/14,12.75,-121.24514136274023,False
93,6,10/14,13.0,-122.0142227911081,False
93,6,10/14,13.25,-122.57668631547182,False
93,6,10/14,13.5,-122.31875308026265,False
93,6,10/14,13.75,-122.14025967442007,False
93,6,10/14,14.0,-122.45617321213138,False
93,6,10/14,14.25,-123.31253051215262,False
93,6,10/14,14.5,-123.66347655060858,False
93,6,10/14,14.75,-123.67140254034578,False
93,6,10/14,15.0,-124.21292383780707,False
93,10,6/14,6.0,-117.37119578022683,False
93,10,6/14,6.25,-117.72993315600046,False
93,10,6/14,6.5,-118.19476312039029,False
93,10,6/14,6.75,-118.96142687582416,False
93,10,6/14,7.0,-119.11562941890458,False
93,10,6/14,7.25,-118.26904715577885,False
93,10,6/14,7.5,-119.06372084131874,False
93,10,6/14,7.75,-119.28543842559947,False
93,10,6/14,8.0,-119.28844376116606,False
93,10,6/14,8.25,-119.6510069001282,False
93,10,6/14,8.5,-119.74787726403217,False
93,10,6/14,8.75,-119.54291061068513,False
93,10,6/14,9.0,-120.2310992730451,False
93,10,6/14,9.25,-119.6498156550415,False
93,10,6/14,9.5,-118.72248379529361,False
93,10,6/14,9.75,-118.00197394178348,False
93,10,6/14,10.0,-118.1271992844202,False
93,10,6/14,10.25,-117.04279836995153,False
93,10,6/14,10.5,-115.6326419218318,False
93,10,6/14,10.75,-115.20654244081533,False
93,10,6/14,11.0,-114.33038180983534,False
93,10,6/14,11.25,-114.24052453729503,False
93,10,6/14,11.5,-115.44022222384491,False
93,10,6/14,11.75,-118.15937363539128,False
93,10,6/14,12.0,-118.60045932113442,False
93,10,6/14,12.25,-119.55574751438158,False
93,10,6/14,12.5,-120.10092243748448,False
93,10,6/14,12.75,-120.77304056070587,False
93,10,6/14,13.0,-121.00194756169302,False
93,10,6/14,13.25,-123.42704413906004,False
93,10,6/14,13.5,-121.96912007773344,False
93,10,6/14,13.75,-122.03033884850039,False
93,10,6/14,14.0,-123.21829452007306,False
93,10,6/14,14.25,-122.65328287211176,False
93,10,6/14,14.5,-123.48248631012748,False
93,10,6/14,14.75,-123.53929597189322,False
93,10,6/14,15.0,-123.78760590867465,False
93,14,6/10,6.0,-116.92145275642247,False
93,14,6/10,6.25,-116.56239480259957,False
93,14,6/10,6.5,-117.33024994947232,False
93,14,6/10,6.75,-118.96338962437882,False
93,14,6/10,7.0,-118.88644027019501,False
93,14,6/10,7.25,-118.04831035945044,False
93,14,6/10,7.5,-119.13503280985304,False
93,14,6/10,7.75,-118.7892321434385,False
93,14,6/10,8.0,-119.18920057035533,False
93,14,6/10,8.25,-119.89691400314028,False
93,14,6/10,8.5,-119.39484956440859,False
93,14,6/10,8.75,-118.89616430350395,False
93,14,6/10,9.0,-119.50914285745431,False
93,14,6/10,9.25,-119.21911141708642,False
93,14,6/10,9.5,-119.536108453341,False
93,14,6/10,9.75,-117.8250708642367,False
93,14,6/10,10.0,-118.29832468731709,False
93,14,6/10,10.25,-116.26794829106878,False
93,14,6/10,10.5,-115.47904669649166,False
93,14,6/10,10.75,-115.12153569134276,False
93,14,6/10,11.0,-114.47781362748529,False
93,14,6/10,11.25,-114.55782997983161,False
93,14,6/10,11.5,-116.77190708484169,False
93,14,6/10,11.75,-119.0749852948646,False
93,14,6/10,12.0,-118.80005696115774,False
93,14,6/10,12.25,-119.25548883991014,False
93,14,6/10,12.5,-119.44769704792073,False
93,14,6/10,12.75,-120.95644440097583,False
93,14,6/10,13.0,-121.13963648574376,False
93,14,6/10,13.25,-122.77078619940829,False
93,14,6/10,13.5,-122.71632390494337,False
93,14,6/10,13.75,-121.98764016068807,False
93,14,6/10,14.0,-122.57131031605705,False
93,14,6/10,14.25,-122.36494509651257,False
93,14,6/10,14.5,-123.50131749311768,False
93,14,6/10,14.75,-123.68653445445153,False
93,14,6/10,15.0,-123.20817715771726,False
95,6,10/14,6.0,-110.26036517333652,False
95,6,10/14,6.25,-111.03738522651595,False
95,6,10/14,6.5,-111.41839810559219,False
95,6,10/14,6.75,-111.70551765938227,False
95,6,10/14,7.0,-111.60299332152628,False
95,6,10/14,7.25,-112.48612143466643,False
95,6,10/14,7.5,-112.88994833518643,False
95,6,10/14,7.75,-111.14445744817931,False
95,6,10/14,8.0,-112.36330750234107,False
95,6,10/14,8.25,-112.65753049634277,False
95,6,10/14,8.5,-113.04365294713668,False
95,6,10/14,8.75,-112.78153527180416,False
95,6,10/14,9.0,-112.9769410877104,False
95,6,10/14,9.25,-113.2155319627966,False
95,6,10/14,9.5,-113.51112521338685,False
95,6,10/14,9.75,-112.75514124602056,False
95,6,10/14,10.0,-112.53340586431094,False
95,6,10/14,10.25,-112.77591552664207,False
95,6,10/14,10.5,-112.7897830577043,False
95,6,10/14,10.75,-113.2636287752344,False
95,6,10/14,11.0,-112.83206230515796,False
95,6,10/14,11.25,-112.83892962528665,False
95,6,10/14,11.5,-113.30224430365251,False
95,6,10/14,11.75,-113.03443786044151,False
95,6,10/14,12.0,-111.76882927826124,False
95,6,10/14,12.25,-110.1513301586351,False
95,6,10/14,12.5,-110.39560661058762,False
95,6,10/14,12.75,-111.21269866572786,False
95,6,10/14,13.0,-111.71182934024029,False
95,6,10/14,13.25,-112.06922224036413,False
95,6,10/14,13.5,-112.44876131792329,False
95,6,10/14,13.75,-113.59830013032844,False
95,6,10/14,14.0,-113.5497580288415,False
95,6,10/14,14.25,-113.28605451705684,False
95,6,10/14,14.5,-114.20866808963206,False
95,6,10/14,14.75,-114.807101093496,False
95,6,10/14,15.0,-114.97268159749657,False
95,10,6/14,6.0,-111.19220695380126,False
95,10,6/14,6.25,-111.5151251317941,False
95,10,6/14,6.5,-111.6708021619992,False
95,10,6/14,6.75,-112.24563490630054,False
95,10,6/14,7.0,-112.66085204690769,False
95,10,6/14,7.25,-112.31937204753385,False
95,10,6/14,7.5,-113.10333968095638,False
95,10,6/14,7.75,-111.57886845103206,False
95,10,6/14,8.0,-113.10627448339581,False
95,10,6/14,8.25,-112.44784417041916,False
95,10,6/14,8.5,-113.65019575981363,False
95,10,6/14,8.75,-113.83611723958839,False
95,10,6/14,9.0,-112.84919325728023,False
95,10,6/14,9.25,-113.31046707416252,False
95,10,6/14,9.5,-113.75057635028156,False
95,10,6/14,9.75,-112.92274958194379,False
95,10,6/14,10.0,-113.27428584746346,False
95,10,6/14,10.25,-113.9724641686018,False
95,10,6/14,10.5,-113.18486575545035,False
95,10,6/14,10.75,-113.34691006408178,False
95,10,6/14,11.0,-113.82148503654587,False
95,10,6/14,11.25,-113.7081803588761,False
95,10,6/14,11.5,-113.65181321651322,False
95,10,6/14,11.75,-112.47987392090056,False
95,10,6/14,12.0,-111.96436322610546,False
95,10,6/14,12.25,-110.47312483172193,False
95,10,6/14,12.5,-109.95148097591456,False
95,10,6/14,12.75,-111.21504890023151,False
95,10,6/14,13.0,-112.35274726456555,False
95,10,6/14,13.25,-111.91202475023444,False
95,10,6/14,13.5,-112.78033701054223,False
95,10,6/14,13.75,-113.44064036319166,False
95,10,6/14,14.0,-113.7519630268969,False
95,10,6/14,14.25,-113.3845707011493,False
95,10,6/14,14.5,-114.2607416674386,False
95,10,6/14,14.75,-116.15020658106762,False
95,10,6/14,15.0,-115.94008595696037,False
95,14,6/10,6.0,-111.02476147739732,False
95,14,6/10,6.25,-110.67920263989018,False
95,14,6/10,6.5,-110.69881323777022,False
95,14,6/10,6.75,-112.35502605486649,False
95,14,6/10,7.0,-112.37132074404087,False
95,14,6/10,7.25,-112.17922291530905,False
95,14,6/10,7.5,-112.49090614244457,False
95,14,6/10,7.75,-111.40464038408732,False
95,14,6/10,8.0,-111.19621756345316,False
95,14,6/10,8.25,-112.49198162431298,False
95,14,6/10,8.5,-113.34644208015519,False
95,14,6/10,8.75,-113.20453424639605,False
95,14,6/10,9.0,-112.7264454068559,False
95,14,6/10,9.25,-113.01247196201574,False
95,14,6/10,9.5,-113.67422931197345,False
95,14,6/10,9.75,-113.08910345668278,False
95,14,6/10,10.0,-112.70086722727027,False
95,14,6/10,10.25,-112.77583016419501,False
95,14,6/10,10.5,-111.87630030171195,False
95,14,6/10,10.75,-112.68059487959557,False
95,14,6/10,11.0,-112.84258811857828,False
95,14,6/10,11.25,-112.44602553996687,False
95,14,6/10,11.5,-111.91866425736202,False
95,14,6/10,11.75,-113.28489620436659,False
95,14,6/10,12.0,-111.81427362301316,False
95,14,6/10,12.25,-110.59315908852128,False
95,14,6/10,12.5,-110.41631551173471,False
95,14,6/10,12.75,-111.62968126050795,False
95,14,6/10,13.0,-111.76273547363986,False
95,14,6/10,13.25,-111.94693342251173,False
95,14,6/10,13.5,-113.25404142918467,False
95,14,6/10,13.75,-112.6918766133132,False
95,14,6/10,14.0,-113.27387571498136,False
95,14,6/10,14.25,-113.49838694007865,False
95,14,6/10,14.5,-114.00876934659668,False
95,14,6/10,14.75,-115.8319204464396,False
95,14,6/10,15.0,-114.67482748979896,False
97,6,10/14,6.0,-112.30803510398025,False
97,6,10/14,6.25,-112.6337454694556,False
97,6,10/14,6.5,-112.18439111503268,False
97,6,10/14,6.75,-112.86168027101542,False
97,6,10/14,7.0,-112.94556162359927,False
97,6,10/14,7.25,-112.03472272807186,False
97,6,10/14,7.5,-112.20340733152092,False
97,6,10/14,7.75,-112.83453428699303,False
97,6,10/14,8.0,-114.09912834224929,False
97,6,10/14,8.25,-112.6863109830444,False
97,6,10/14,8.5,-113.83852193692967,False
97,6,10/14,8.75,-114.34137949505705,False
97,6,10/14,9.0,-113.80478686298777,False
97,6,10/14,9.25,-113.88854609361749,False
97,6,10/14,9.5,-113.27673073528105,False
97,6,10/14,9.75,-114.633097710887,False
97,6,10/14,10.0,-114.02824984186938,False
97,6,10/14,10.25,-114.76153747444134,False
97,6,10/14,10.5,-112.94214479741119,False
97,6,10/14,10.75,-112.79367198196267,False
97,6,10/14,11.0,-112.66293545105356,False
97,6,10/14,11.25,-113.50545384793655,False
97,6,10/14,11.5,-113.67927367187046,False
97,6,10/14,11.75,-115.22720303861632,False
97,6,10/14,12.0,-114.6890089481423,False
97,6,10/14,12.25,-114.43144313533949,False
97,6,10/14,12.5,-115.5607734124765,False
97,6,10/14,12.75,-115.36316059189,False
97,6,10/14,13.0,-114.72728254306314,False
97,6,10/14,13.25,-114.45465182641921,False
97,6,10/14,13.5,-114.86398440495093,False
97,6,10/14,13.75,-115.47464834398836,False
97,6,10/14,14.0,-114.94837347745245,False
97,6,10/14,14.25,-116.3465291653748,False
97,6,10/14,14.5,-117.35796370234705,False
97,6,10/14,14.75,-116.4654812943153,False
97,6,10/14,15.0,-116.45365923554483,False
97,10,6/14,6.0,-111.90399882000136,False
97,10,6/14,6.25,-112.28659826506349,False
97,10,6/14,6.5,-111.72262540460817,False
97,10,6/14,6.75,-112.19566169773402,False
97,10,6/14,7.0,-112.15757606028866,False
97,10,6/14,7.25,-112.4748590788209,False
97,10,6/14,7.5,-112.1742886685991,False
97,10,6/14,7.75,-112.75786989076906,False
97,10,6/14,8.0,-113.88676253563798,False
97,10,6/14,8.25,-113.87295287790624,False
97,10,6/14,8.5,-113.419292686459,False
97,10,6/14,8.75,-113.99809940421567,False
97,10,6/14,9.0,-113.57268908859054,False
97,10,6/14,9.25,-113.60149845547048,False
97,10,6/14,9.5,-112.51147596279837,False
97,10,6/14,9.75,-113.46259651468516,False
97,10,6/14,10.0,-113.12427027369282,False
97,10,6/14,10.25,-113.88569640395728,False
97,10,6/14,10.5,-113.90472813521716,False
97,10,6/14,10.75,-113.22794188350083,False
97,10,6/14,11.0,-112.63971007464515,False
97,10,6/14,11.25,-112.76804790891462,False
97,10,6/14,11.5,-112.68534862681454,False
97,10,6/14,11.75,-113.01813630515525,False
97,10,6/14,12.0,-113.64340106659758,False
97,10,6/14,12.25,-114.55098987313039,False
97,10,6/14,12.5,-114.59212036407175,False
97,10,6/14,12.75,-115.71432303713362,False
97,10,6/14,13.0,-113.90825348178427,False
97,10,6/14,13.25,-114.79692970610817,False
97,10,6/14,13.5,-115.44487628048866,False
97,10,6/14,13.75,-115.35683920667735,False
97,10,6/14,14.0,-115.07399181685851,False
97,10,6/14,14.25,-116.10387114072236,False
97,10,6/14,14.5,-117.11842245545846,False
97,10,6/14,14.75,-116.04189487930829,False
97,10,6/14,15.0,-115.78441920239072,False
97,14,6/10,6.0,-110.68992332713233,False
97,14,6/10,6.25,-111.65029235744845,False
97,14,6/10,6.5,-112.13246759488662,False
97,14,6/10,6.75,-112.6467786303495,False
97,14,6/10,7.0,-112.15619177169998,False
97,14,6/10,7.25,-112.46695925595428,False
97,14,6/10,7.5,-111.88050085041056,False
97,14,6/10,7.75,-112.66815996170676,False
97,14,6/10,8.0,-113.8173752806822,False
97,14,6/10,8.25,-113.4554829035088,False
97,14,6/10,8.5,-113.39752594124752,False
97,14,6/10,8.75,-113.31374031769204,False
97,14,6/10,9.0,-112.8275652643446,False
97,14,6/10,9.25,-114.25361491938246,False
97,14,6/10,9.5,-113.4274332240831,False
97,14,6/10,9.75,-113.07422114690544,False
97,14,6/10,10.0,-113.04666576319856,False
97,14,6/10,10.25,-113.10711990648734,False
97,14,6/10,10.5,-113.0833039915213,False
97,14,6/10,10.75,-112.52346183797543,False
97,14,6/10,11.0,-111.90045162063204,False
97,14,6/10,11.25,-112.05758275288095,False
97,14,6/10,11.5,-113.05014495068541,False
97,14,6/10,11.75,-114.28023640400006,False
97,14,6/10,12.0,-114.59487452939285,False
97,14,6/10,12.25,-113.8858157897775,False
97,14,6/10,12.5,-113.75329744261457,False
97,14,6/10,12.75,-114.12116717644349,False
97,14,6/10,13.0,-114.00997537764087,False
97,14,6/10,13.25,-114.92070934397492,False
97,14,6/10,13.5,-115.88140671257018,False
97,14,6/10,13.75,-115.8728749674009,False
97,14,6/10,14.0,-115.7550538859413,False
97,14,6/10,14.25,-116.46449536685327,False
97,14,6/10,14.5,-115.77401458484813,False
97,14,6/10,14.75,-116.21259403727215,False
97,14,6/10,15.0,-115.73223517319394,False
99,6,10/14,6.0,-116.0886009420724,False
99,6,10/14,6.25,-114.77647207616941,False
99,6,10/14,6.5,-115.01378950047481,False
99,6,10/14,6.75,-114.202982778359,False
99,6,10/14,7.0,-114.60241361648762,False
99,6,10/14,7.25,-113.7486959937228,False
99,6,10/14,7.5,-112.56427598261234,False
99,6,10/14,7.75,-111.27800401380591,False
