annotation,band_lower_hz,band_upper_hz,change_db,change_percent,channel,confirmed_exclusion,frequency_band,frequency_center_count,low_reference_power_candidate,primary_retained,quality_evidence,quality_status,reference_log_power_robust_z,reference_mean_wavelet_power_v2,rest_annotation_index,rest_epoch_array_index,rest_event_sample,rest_event_time_seconds,rest_interval_start_seconds,rest_interval_stop_seconds,run,run_trial_index,semantic_condition,source_file,source_sha256,subject,subject_role,task_annotation_index,task_epoch_array_index,task_event_sample,task_event_time_seconds,task_interval_start_seconds,task_interval_stop_seconds,task_log_power_robust_z,task_mean_wavelet_power_v2
T1,14.0,30.0,-0.15600398006240213,-3.5283732211935352,C3,False,beta,17,False,True,high max_task_p2p_uV (robust_z=3.96); high frontal_max_task_p2p_uV (robust_z=3.80); channel-specific high task p2p: FC1/Fp1/Fpz/Fp2/AF7/AF4/AF8,statistical candidate,-0.9456380285949588,4.604964278630569e-11,24,40,15776,98.6,1.1,3.1,14,12,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R14.edf,9c983d89d2df07f4477a73b17c5226166f859498f1f859fa64ca92ea3b144427,102,replication_2,25,40,16432,102.7,1.0,3.0,-0.2392924154213622,4.44248395217784e-11
T1,14.0,30.0,-3.1470340474499565,-51.549686083147236,Cz,False,beta,17,False,True,high max_task_p2p_uV (robust_z=3.96); high frontal_max_task_p2p_uV (robust_z=3.80); channel-specific high task p2p: FC1/Fp1/Fpz/Fp2/AF7/AF4/AF8,statistical candidate,0.9807794811183301,7.936620401066851e-11,24,40,15776,98.6,1.1,3.1,14,12,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R14.edf,9c983d89d2df07f4477a73b17c5226166f859498f1f859fa64ca92ea3b144427,102,replication_2,25,40,16432,102.7,1.0,3.0,0.9920569179372383,3.845317498705868e-11
T1,14.0,30.0,-0.7192564412601157,-15.262751901973019,C4,False,beta,17,False,True,high max_task_p2p_uV (robust_z=3.96); high frontal_max_task_p2p_uV (robust_z=3.80); channel-specific high task p2p: FC1/Fp1/Fpz/Fp2/AF7/AF4/AF8,statistical candidate,-0.5359881074600465,4.987742699660609e-11,24,40,15776,98.6,1.1,3.1,14,12,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R14.edf,9c983d89d2df07f4477a73b17c5226166f859498f1f859fa64ca92ea3b144427,102,replication_2,25,40,16432,102.7,1.0,3.0,-0.33790125499790036,4.226475905902639e-11
T2,14.0,30.0,-1.5714252113846512,-30.360205824951926,C3,False,beta,17,False,True,,not flagged,1.2936239163710688,1.1198738638104316e-10,26,41,17088,106.8,1.1,3.1,14,13,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R14.edf,9c983d89d2df07f4477a73b17c5226166f859498f1f859fa64ca92ea3b144427,102,replication_2,27,41,17744,110.9,1.0,3.0,0.952155687299543,7.798778537777428e-11
T2,14.0,30.0,-5.224861644368735,-69.97286921546161,Cz,False,beta,17,False,True,,not flagged,1.6821297611217128,1.0930320059799045e-10,26,41,17088,106.8,1.1,3.1,14,13,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R14.edf,9c983d89d2df07f4477a73b17c5226166f859498f1f859fa64ca92ea3b144427,102,replication_2,27,41,17744,110.9,1.0,3.0,0.4548972257458257,3.282061499524494e-11
T2,14.0,30.0,0.1861777062395027,4.3801149095329555,C4,False,beta,17,False,True,,not flagged,0.2628414566486414,6.839184522954175e-11,26,41,17088,106.8,1.1,3.1,14,13,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R14.edf,9c983d89d2df07f4477a73b17c5226166f859498f1f859fa64ca92ea3b144427,102,replication_2,27,41,17744,110.9,1.0,3.0,1.1815964589207173,7.138748663934561e-11
T1,12.0,13.0,-0.5920619327400661,-12.744300045295434,C3,False,central_12_13,2,False,True,,not flagged,-1.2287480804519653,4.556661496856436e-11,0,0,0,0.0,1.1,3.1,6,0,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,1,0,672,4.2,1.0,3.0,-1.2106034802125947,3.9759468836486016e-11
T1,12.0,13.0,-2.47712913277462,-43.468945488245716,Cz,False,central_12_13,2,False,True,,not flagged,0.49176856871993385,6.209920926610624e-11,0,0,0,0.0,1.1,3.1,6,0,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,1,0,672,4.2,1.0,3.0,-0.8089614862888936,3.5105337841590886e-11
T1,12.0,13.0,0.7098293394802857,17.75596991822637,C4,False,central_12_13,2,False,True,,not flagged,-0.7761914676182823,4.36373669103098e-11,0,0,0,0.0,1.1,3.1,6,0,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,1,0,672,4.2,1.0,3.0,-0.33842481238238603,5.138560465201047e-11
T2,12.0,13.0,-2.5145527427487515,-43.95398667398202,C3,False,central_12_13,2,False,True,,not flagged,-0.26921232163119974,7.135909110883463e-11,2,1,1328,8.3,1.1,3.1,6,1,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,3,1,1984,12.4,1.0,3.0,-1.194463321115189,3.999392571218277e-11
T2,12.0,13.0,-1.4052691321446487,-27.644243794693992,Cz,False,central_12_13,2,False,True,,not flagged,0.9521340307124913,7.158045522691905e-11,2,1,1328,8.3,1.1,3.1,6,1,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,3,1,1984,12.4,1.0,3.0,0.029602067278386913,5.1792579674637766e-11
T2,12.0,13.0,-0.3599188704124812,-7.953323337222074,C4,False,central_12_13,2,False,True,,not flagged,-0.882396913872622,4.0594032237846764e-11,2,1,1328,8.3,1.1,3.1,6,1,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,3,1,1984,12.4,1.0,3.0,-1.0433835259387052,3.7365457598354645e-11
T1,12.0,13.0,5.88403501130434,287.61761152545256,C3,False,central_12_13,2,False,True,,not flagged,-2.334345653557348,2.7176349632747263e-11,4,2,2640,16.5,1.1,3.1,6,2,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,5,2,3296,20.6,1.0,3.0,1.464108095430201,1.0534031734626105e-10
T1,12.0,13.0,0.7320549345280305,18.360146341078586,Cz,False,central_12_13,2,False,True,,not flagged,-1.33850771946234,3.529814342762904e-11,4,2,2640,16.5,1.1,3.1,6,2,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,5,2,3296,20.6,1.0,3.0,-0.43368462310519895,4.1778934216625544e-11
T1,12.0,13.0,2.382174482386663,73.0682683146562,C4,False,central_12_13,2,False,True,,not flagged,-1.5687572030136583,2.5442575282713345e-11,4,2,2640,16.5,1.1,3.1,6,2,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,5,2,3296,20.6,1.0,3.0,-0.6800900283069047,4.403302445644473e-11
T2,12.0,13.0,0.5341704815585882,13.088136620144413,C3,False,central_12_13,2,False,True,,not flagged,-0.8355220007198616,5.476190397830341e-11,6,3,3952,24.7,1.1,3.1,6,3,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,7,3,4608,28.8,1.0,3.0,0.005884119932909452,6.192921678677606e-11
T2,12.0,13.0,-1.5332770649409317,-29.74579987577352,Cz,False,central_12_13,2,False,True,,not flagged,0.7309164774862291,6.685624412519555e-11,6,3,3952,24.7,1.1,3.1,6,3,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,7,3,4608,28.8,1.0,3.0,-0.1811791755649296,4.696931954325629e-11
T2,12.0,13.0,1.3166288465389568,35.41378726727784,C4,False,central_12_13,2,False,True,,not flagged,-0.9215131530710948,3.952744015406478e-11,6,3,3952,24.7,1.1,3.1,6,3,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,7,3,4608,28.8,1.0,3.0,-0.24814631326130832,5.352560372242584e-11
T1,12.0,13.0,2.9525552502531713,97.35835882311687,C3,False,central_12_13,2,False,True,,not flagged,-1.720720564119531,3.6204932956902545e-11,8,4,5264,32.9,1.1,3.1,6,4,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,9,4,5920,37.0,1.0,3.0,0.3985865860919816,7.145346149675263e-11
T1,12.0,13.0,1.910899259698648,55.27084839054223,Cz,False,central_12_13,2,False,True,,not flagged,-1.2403165212245886,3.6384266563720125e-11,8,4,5264,32.9,1.1,3.1,6,4,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,9,4,5920,37.0,1.0,3.0,0.21696200093243406,5.649415937416462e-11
T1,12.0,13.0,4.002888048434799,151.3557385806801,C4,False,central_12_13,2,False,True,,not flagged,-1.11392107894458,3.467522248433346e-11,8,4,5264,32.9,1.1,3.1,6,4,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,9,4,5920,37.0,1.0,3.0,0.830637187549936,8.715816157999042e-11
T2,12.0,13.0,0.12731084815717308,2.974830274712201,C3,False,central_12_13,2,False,True,,not flagged,-1.6557021679268022,3.73222329556324e-11,10,5,6576,41.1,1.1,3.1,6,5,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,11,5,7232,45.2,1.0,3.0,-1.3037852652795892,3.843250604079517e-11
T2,12.0,13.0,-1.7796247654992832,-33.619957909749914,Cz,False,central_12_13,2,False,True,,not flagged,0.11464789637786414,5.527592216454842e-11,10,5,6576,41.1,1.1,3.1,6,5,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,11,5,7232,45.2,1.0,3.0,-0.7136313503117501,3.669218039860112e-11
T2,12.0,13.0,1.179861106700563,31.215793374754377,C4,False,central_12_13,2,False,True,,not flagged,-0.9061928378259048,3.994180303185967e-11,10,5,6576,41.1,1.1,3.1,6,5,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,11,5,7232,45.2,1.0,3.0,-0.29475154310399104,5.240995373643636e-11
T1,12.0,13.0,0.5042569383634352,12.311879180418371,C3,False,central_12_13,2,False,True,,not flagged,-1.1702692711801999,4.682944257535794e-11,12,6,7888,49.3,1.1,3.1,6,6,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,13,6,8544,53.4,1.0,3.0,-0.44258898049172674,5.259502696609941e-11
T1,12.0,13.0,0.911271997835072,23.346604813370885,Cz,False,central_12_13,2,False,True,,not flagged,-0.011943733551581558,5.315784662298618e-11,12,6,7888,49.3,1.1,3.1,6,6,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,13,6,8544,53.4,1.0,3.0,0.5381540799613678,6.556839900135258e-11
T1,12.0,13.0,2.781133069561136,89.72008342732701,C4,False,central_12_13,2,False,True,,not flagged,-0.7788482472933771,4.3558522768114575e-11,12,6,7888,49.3,1.1,3.1,6,6,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,13,6,8544,53.4,1.0,3.0,0.7128396586777793,8.26392657353782e-11
T2,12.0,13.0,-1.2474279098821253,-24.96615375538626,C3,False,central_12_13,2,False,True,,not flagged,-0.3890227069232113,6.74723297224903e-11,14,7,9200,57.5,1.1,3.1,6,7,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,15,7,9856,61.6,1.0,3.0,-0.5472741427738287,5.062708414163219e-11
T2,12.0,13.0,2.7971082307667485,90.41923807321524,Cz,False,central_12_13,2,False,True,,not flagged,-1.536492060927307,3.320577436704833e-11,14,7,9200,57.5,1.1,3.1,6,7,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,15,7,9856,61.6,1.0,3.0,0.4598550421454392,6.323018254604444e-11
T2,12.0,13.0,-2.97867659654822,-49.634593865718685,C4,False,central_12_13,2,False,True,,not flagged,-0.24411902179738765,6.268292406575479e-11,14,7,9200,57.5,1.1,3.1,6,7,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,15,7,9856,61.6,1.0,3.0,-1.4162576266999491,3.1570509282560565e-11
T2,12.0,13.0,-2.0627170725358313,-37.8088922218183,C3,False,central_12_13,2,False,True,high max_task_p2p_uV (robust_z=8.30); high frontal_max_task_p2p_uV (robust_z=7.54); channel-specific high task p2p: CP4/Fp1/Fpz/Fp2/AF7/AF3/AFz/AF4/AF8/F3/Pz/P4/PO4/PO8/Oz/O2,statistical candidate,-0.4083765872429844,6.686464293187237e-11,16,8,10512,65.7,1.1,3.1,6,8,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,17,8,11168,69.8,1.0,3.0,-1.0874456241325514,4.15838621512571e-11
T2,12.0,13.0,-2.472287653531751,-43.40588999226679,Cz,False,central_12_13,2,False,True,high max_task_p2p_uV (robust_z=8.30); high frontal_max_task_p2p_uV (robust_z=7.54); channel-specific high task p2p: CP4/Fp1/Fpz/Fp2/AF7/AF3/AFz/AF4/AF8/F3/Pz/P4/PO4/PO8/Oz/O2,statistical candidate,0.011943733551594811,5.355121239724027e-11,16,8,10512,65.7,1.1,3.1,6,8,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,17,8,11168,69.8,1.0,3.0,-1.1258915239747573,3.030683205456902e-11
T2,12.0,13.0,-0.8047343142827207,-16.91424539815632,C4,False,central_12_13,2,False,True,high max_task_p2p_uV (robust_z=8.30); high frontal_max_task_p2p_uV (robust_z=7.54); channel-specific high task p2p: CP4/Fp1/Fpz/Fp2/AF7/AF3/AFz/AF4/AF8/F3/Pz/P4/PO4/PO8/Oz/O2,statistical candidate,-0.28530767947135904,6.094991422464585e-11,16,8,10512,65.7,1.1,3.1,6,8,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,17,8,11168,69.8,1.0,3.0,-0.37073436091354256,5.064069616272346e-11
T1,12.0,13.0,-0.7384078514830956,-15.635601419041564,C3,False,central_12_13,2,False,True,,not flagged,0.049457416099194684,8.282183349683596e-11,18,9,11824,73.9,1.1,3.1,6,9,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,19,9,12480,78.0,1.0,3.0,0.33715245178316133,6.987214172332844e-11
T1,12.0,13.0,-2.243069365008269,-40.338651748738585,Cz,False,central_12_13,2,False,True,,not flagged,1.1672336148934093,7.649391188165715e-11,18,9,11824,73.9,1.1,3.1,6,9,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,19,9,12480,78.0,1.0,3.0,-0.24321375934408748,4.563729915872851e-11
T1,12.0,13.0,-5.845782057073178,-73.97313890298376,C4,False,central_12_13,2,False,True,,not flagged,0.38613916512071894,9.62643595159322e-11,18,9,11824,73.9,1.1,3.1,6,9,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,19,9,12480,78.0,1.0,3.0,-1.927735675091562,2.5054591137144016e-11
T2,12.0,13.0,1.633671760255428,45.66901246682196,C3,False,central_12_13,2,False,True,high max_task_p2p_uV (robust_z=5.37); high frontal_max_task_p2p_uV (robust_z=5.01); channel-specific high task p2p: AF7,statistical candidate,-1.558169939683499,3.906324951014933e-11,20,10,13136,82.1,1.1,3.1,6,10,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,21,10,13792,86.2,1.0,3.0,-0.22647219411885022,5.6903049798885195e-11
T2,12.0,13.0,0.40023040045447056,9.65363676803678,Cz,False,central_12_13,2,False,True,high max_task_p2p_uV (robust_z=5.37); high frontal_max_task_p2p_uV (robust_z=5.01); channel-specific high task p2p: AF7,statistical candidate,-0.10061129495917345,5.1722819064747326e-11,20,10,13136,82.1,1.1,3.1,6,10,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,21,10,13792,86.2,1.0,3.0,0.22541085476740122,5.671595214344691e-11
T2,12.0,13.0,-0.20532767004519087,-4.617822459711994,C4,False,central_12_13,2,False,True,high max_task_p2p_uV (robust_z=5.37); high frontal_max_task_p2p_uV (robust_z=5.01); channel-specific high task p2p: AF7,statistical candidate,-0.47708972036472547,5.349075018429198e-11,20,10,13136,82.1,1.1,3.1,6,10,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,21,10,13792,86.2,1.0,3.0,-0.35419568902148013,5.102064230841331e-11
T1,12.0,13.0,-0.8707493030857539,-18.167641220609323,C3,False,central_12_13,2,False,True,,not flagged,-0.19798833344775155,7.377496723056993e-11,22,11,14448,90.3,1.1,3.1,6,11,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,23,11,15104,94.4,1.0,3.0,-0.0640343941681213,6.037179587349788e-11
T1,12.0,13.0,1.396755113673691,37.93532781900518,Cz,False,central_12_13,2,False,True,,not flagged,-0.06481395582645273,5.2297453251597794e-11,22,11,14448,90.3,1.1,3.1,6,11,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,23,11,15104,94.4,1.0,3.0,0.7440110082053736,7.21366635835824e-11
T1,12.0,13.0,1.8446723098918851,52.92103578900291,C4,False,central_12_13,2,False,True,,not flagged,-1.206366214027986,3.256047413832354e-11,22,11,14448,90.3,1.1,3.1,6,11,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,23,11,15104,94.4,1.0,3.0,-0.40813815542660414,4.979181431013477e-11
T1,12.0,13.0,0.1952109249216287,4.597448934249232,C3,False,central_12_13,2,False,True,,not flagged,-0.7067541473040405,5.815950023729499e-11,24,12,15760,98.5,1.1,3.1,6,12,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,25,12,16416,102.6,1.0,3.0,-0.04312700608354108,6.083335356111919e-11
T1,12.0,13.0,0.3399641031783054,8.142501268994087,Cz,False,central_12_13,2,False,True,,not flagged,-0.29219503582325274,4.875306082246529e-11,24,12,15760,98.5,1.1,3.1,6,12,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,25,12,16416,102.6,1.0,3.0,0.06798539659016037,5.2722779418607985e-11
T1,12.0,13.0,1.6589206739185247,46.51836623783706,C4,False,central_12_13,2,False,True,,not flagged,-0.4699003096513727,5.375316181061879e-11,24,12,15760,98.5,1.1,3.1,6,12,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,25,12,16416,102.6,1.0,3.0,0.6064096345324289,7.87582544860996e-11
T2,12.0,13.0,-0.8661232512878831,-18.080427950126097,C3,False,central_12_13,2,False,True,,not flagged,-0.4951796883290635,6.420575864736349e-11,26,13,17072,106.7,1.1,3.1,6,13,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,27,13,17728,110.8,1.0,3.0,-0.4424816854315376,5.259708271529508e-11
T2,12.0,13.0,4.136846596369286,159.2296417306435,Cz,False,central_12_13,2,False,True,,not flagged,-2.073241320410017,2.8136273484310946e-11,26,13,17072,106.7,1.1,3.1,6,13,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,27,13,17728,110.8,1.0,3.0,0.7678191826307564,7.293756094973331e-11
T2,12.0,13.0,-1.846215668421425,-34.63000779814816,C4,False,central_12_13,2,False,True,,not flagged,-0.27869290358361587,6.122496591610889e-11,26,13,17072,106.7,1.1,3.1,6,13,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R06.edf,2275d9b0af1689c652d0846747eef993479998941fe7dbd3fc1206e39922b67d,102,replication_2,27,13,17728,110.8,1.0,3.0,-0.8913747793049264,4.0022755444946825e-11
T1,12.0,13.0,0.25320368906375945,6.003540021219979,C3,False,central_12_13,2,False,True,,not flagged,0.013509594749164725,8.144169505424465e-11,0,14,0,0.0,1.1,3.1,10,0,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R10.edf,0dd5cabe19f4a7be3e907a69b752c41d459da617fe1b4110ed4bf8400a912666,102,replication_2,1,14,672,4.2,1.0,3.0,0.9178094127950486,8.633107981078616e-11
T1,12.0,13.0,2.7863041267643816,89.94611385992191,Cz,False,central_12_13,2,False,True,,not flagged,-1.5369040280007211,3.320155248933574e-11,0,14,0,0.0,1.1,3.1,10,0,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R10.edf,0dd5cabe19f4a7be3e907a69b752c41d459da617fe1b4110ed4bf8400a912666,102,replication_2,1,14,672,4.2,1.0,3.0,0.454216612753866,6.306505869465541e-11
T1,12.0,13.0,-2.2838165098676657,-40.89579922953175,C4,False,central_12_13,2,False,True,,not flagged,0.8377395933427394,1.3090829926015998e-10,0,14,0,0.0,1.1,3.1,10,0,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R10.edf,0dd5cabe19f4a7be3e907a69b752c41d459da617fe1b4110ed4bf8400a912666,102,replication_2,1,14,672,4.2,1.0,3.0,0.5671267298941698,7.737230401993036e-11
T2,12.0,13.0,-0.61489794041308,-13.201902531770767,C3,False,central_12_13,2,False,True,,not flagged,0.2227980132008737,8.981234041861947e-11,2,15,1328,8.3,1.1,3.1,10,1,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R10.edf,0dd5cabe19f4a7be3e907a69b752c41d459da617fe1b4110ed4bf8400a912666,102,replication_2,3,15,1984,12.4,1.0,3.0,0.637661397947023,7.795540277505116e-11
T2,12.0,13.0,-0.19112511683184014,-4.305387467631251,Cz,False,central_12_13,2,False,True,,not flagged,1.0403290871434174,7.355569661160331e-11,2,15,1328,8.3,1.1,3.1,10,1,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R10.edf,0dd5cabe19f4a7be3e907a69b752c41d459da617fe1b4110ed4bf8400a912666,102,replication_2,3,15,1984,12.4,1.0,3.0,0.6911223993575764,7.038883886795847e-11
T2,12.0,13.0,-0.8622706804801507,-18.007725903656798,C4,False,central_12_13,2,False,True,,not flagged,0.6528461328686449,1.154274670695879e-10,2,15,1328,8.3,1.1,3.1,10,1,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R10.edf,0dd5cabe19f4a7be3e907a69b752c41d459da617fe1b4110ed4bf8400a912666,102,replication_2,3,15,1984,12.4,1.0,3.0,1.0128949472835358,9.46416051821628e-11
T2,12.0,13.0,-1.5901922427658368,-30.66048881667597,C3,False,central_12_13,2,False,True,,not flagged,0.07754819986043668,8.3916577119002e-11,4,16,2640,16.5,1.1,3.1,10,2,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R10.edf,0dd5cabe19f4a7be3e907a69b752c41d459da617fe1b4110ed4bf8400a912666,102,replication_2,5,16,3296,20.6,1.0,3.0,-0.16520381898853062,5.818734437609313e-11
T2,12.0,13.0,-3.5604601967582292,-55.9491817072441,Cz,False,central_12_13,2,False,True,,not flagged,0.8559340802375007,6.948636700976252e-11,4,16,2640,16.5,1.1,3.1,10,2,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S102/S102R10.edf,0dd5cabe19f4a7be3e907a69b752c41d459da617fe1b4110ed4bf8400a912666,102,replication_2,5,16,3296,20.6,1.0,3.0,-1.1044771866104406,3.0609313269707967e-11
